# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 13 16:16:35 2020
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.366464660,175.4586200,2455008.459,0,,0.4000,5.22800,,9.8680e+02,0.028938,1.12517,LS+MCMC,2.32,0.1449,89.26,536.0,19.45,31.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,6.2514634,25.5993960,32.10,1,48,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.48480,Mandel and Agol (2002 ApJ 580 171),,,004/004476/004476123/dv/kplr004476123-20160209194854_dvr.pdf,004/004476/004476123/dv/kplr004476123-001-20160209194854_dvs.pdf,5395.00,4.615,-0.3400,0.7340,0.8210,,q1_q17_dr25_stellar,294.710630,39.521740,15.583,16.200,15.535,15.318,15.201,14.236,13.849,13.714,0.799,19.647371000,39.52165000,-0.15000,-0.33000,1.600000e-04,-1.600000e-04,0.0800,-0.0900,0.1200,0.0900,-0.2100,0.2300
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.625522174,170.8266564,2455003.827,0,,0.0760,2.38963,,7.9690e+03,0.080543,1.28198,LS+MCMC,9.73,0.0265,89.22,1579.0,1467.41,5.636400,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,43.1353840,712.5235000,799.70,1,657,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.25400,Mandel and Agol (2002 ApJ 580 171),,,003/003351/003351888/dv/kplr003351888-20160209194854_dvr.pdf,003/003351/003351888/dv/kplr003351888-001-20160209194854_dvs.pdf,5539.00,4.322,0.1600,1.1060,0.9350,,q1_q17_dr25_stellar,293.871920,38.422939,15.001,15.595,14.923,14.746,14.625,13.656,13.355,13.307,0.000,19.591465470,38.42279270,0.14700,-0.53000,-1.340000e-03,-2.260000e-03,0.0100,0.1950,0.1950,-0.0370,-0.0100,0.0380
93,3453214,K00802.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,19.620346923,181.8818190,2455014.882,0,,0.4580,2.00380,,2.1725e+04,0.137595,23.21659,LS+MCMC,13.60,0.1389,89.66,643.0,40.39,77.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,73.6015400,353.8584000,340.50,1,52,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.30630,Mandel and Agol (2002 ApJ 580 171),,,003/003453/003453214/dv/kplr003453214-20160209194854_dvr.pdf,003/003453/003453214/dv/kplr003453214-001-20160209194854_dvs.pdf,5710.00,4.492,-0.1000,0.9050,0.9280,,q1_q17_dr25_stellar,293.816190,38.563568,15.562,16.070,15.519,15.344,15.269,14.364,13.996,13.894,0.000,19.587740670,38.56341450,-0.22500,-0.56000,-1.080000e-02,-1.330000e-02,0.6560,0.6340,0.9130,0.0560,0.0570,0.0800
94,3554600,K00803.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,SAME_NTL_PERIOD---CENT_RESOLVED_OFFSET,7.544039000,171.7982000,2455004.798,0,,1.1750,6.22200,,3.2260e+02,0.194187,0.00393,LS+MCMC,17.47,0.0731,58.94,838.0,116.46,2.280000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2711,0.3858,q1_q17_dr25_koi,4.5001316,12.1627340,14.20,1,143,2,q1_q17_dr25_tce,01111011101110111000000000000000,0.00160,Mandel and Agol (2002 ApJ 580 171),,,003/003554/003554600/dv/kplr003554600-20160209194854_dvr.pdf,003/003554/003554600/dv/kplr003554600-002-20160209194854_dvs.pdf,5657.00,4.567,-0.1800,0.8240,0.9190,,q1_q17_dr25_stellar,293.941160,38.601101,15.559,16.125,15.509,15.316,15.222,14.282,13.905,13.841,,19.596854000,38.60290000,32.76000,6.49000,,-2.030000e-03,,,,,,
95,3641726,K00804.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.029306890,177.2042200,2455010.204,0,,0.0240,3.14490,,1.0198e+03,0.028718,2.66613,LS+MCMC,2.57,0.0796,89.94,757.0,77.75,22.570000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2043,0.4966,q1_q17_dr25_koi,7.6108650,47.3730300,53.90,1,146,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.89400,Mandel and Agol (2002 ApJ 580 171),,,003/003641/003641726/dv/kplr003641726-20160209194854_dvr.pdf,003/003641/003641726/dv/kplr003641726-001-20160209194854_dvs.pdf,5349.00,4.526,-0.1200,0.8200,0.8240,,q1_q17_dr25_stellar,290.333620,38.728230,15.387,16.037,15.302,15.108,14.931,13.931,13.479,13.429,0.097,19.355566700,38.72830800,-0.36000,0.28000,-3.800000e-04,-6.000000e-05,0.2300,0.1800,0.2900,-0.0800,0.2900,0.3000
96,3734868,K00805.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0530,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,10.328035714,174.5810540,2455007.581,0,,0.2810,7.79150,,1.6918e+04,0.118805,0.23528,LS+MCMC,13.28,0.0888,88.54,843.0,119.31,10.988000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,76.9459150,589.4231600,636.80,1,114,1,q1_q17_dr25_tce,01101111111111111000000000000000,0.52900,Mandel and Agol (2002 ApJ 580 171),,,003/003734/003734868/dv/kplr003734868-20160209194854_dvr.pdf,003/003734/003734868/dv/kplr003734868-001-20160209194854_dvs.pdf,5627.00,4.359,-0.1000,1.0240,0.8740,,q1_q17_dr25_stellar,287.696750,38.886452,15.646,16.254,15.594,15.386,15.256,14.332,13.883,13.844,0.000,19.179785390,38.88641950,0.08800,-0.11000,1.000000e-03,8.000000e-04,-0.0720,-0.0220,0.0750,-0.0310,-0.0420,0.0530
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,143.206304700,154.2355200,2454987.236,0,,0.3790,8.93020,,1.0566e+04,0.094044,1.83449,LS+MCMC,8.90,0.5336,89.83,308.0,2.14,125.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,45.1380900,115.5721500,138.80,5,9,2,q1_q17_dr25_tce,11111111111111111000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,003/003832/003832474/dv/kplr003832474-002-20160209194854_dvs.pdf,5485.00,4.556,0.2100,0.8670,0.9860,,q1_q17_dr25_stellar,285.283630,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.081,19.018903800,38.94715700,-0.23200,-0.44200,-3.000000e-04,9.000000e-04,-0.0310,-0.0420,0.0520,0.0310,-0.0320,0.0440
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9500,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.164876000,135.6391600,2454968.639,0,,0.6460,3.26200,,5.5800e+01,0.007192,0.69664,LS+MCMC,0.79,0.0648,86.69,1021.0,256.35,11.190000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,2.6950479,11.5529980,14.40,4,207,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.63010,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-003-20160209194854_dvs.pdf,5854.00,4.406,-0.1200,1.0120,0.9510,,q1_q17_dr25_stellar,300.863980,44.337551,12.882,13.293,12.850,12.706,12.646,11.752,11.494,11.431,0.567,20.057606000,44.33745000,0.30000,-0.34000,1.200000e-05,3.000000e-05,-0.8000,-0.2200,0.8000,-0.7000,-0.0400,0.7000
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.7450,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,60.324942160,243.8925780,2455076.893,0,,0.2240,6.61880,,2.0280e+04,0.128744,2.37656,LS+MCMC,12.19,0.2998,89.83,411.0,6.77,77.040000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,88.8267700,323.3830300,347.20,5,22,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00050,Mandel and Agol (2002 ApJ 580 171),,,003/003832/003832474/dv/kplr003832474-20160209194854_dvr.pdf,003/003832/003832474/dv/kplr003832474-001-20160209194854_dvs.pdf,5485.00,4.556,0.2100,0.8670,0.9860,,q1_q17_dr25_stellar,285.283630,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,0.051,19.018901780,38.94718110,-0.31600,-0.35600,1.100000e-03,0.000000e+00,-0.0100,0.0120,0.0160,0.0650,0.0420,0.0780
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,29.159861500,150.6992200,2454983.699,0,,0.3619,4.80300,,4.8800e+02,0.020180,1.92739,MCMC,1.91,0.1847,89.38,524.0,17.85,44.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2209,0.4742,q1_q16_koi,,,11.60,5,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5485.00,4.556,0.2100,0.8670,0.9860,,stellar_q1_q16,285.283630,38.947281,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,,,,,,,,,,,,,
101,3836375,K00807.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.540397253,170.5047900,2455003.505,0,,1.2250,2.15410,,8.1610e+02,0.257087,0.06102,LS+MCMC,25.69,0.0264,51.56,1470.0,1105.68,1.971000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2555,0.4191,q1_q17_dr25_koi,7.5703845,32.0041850,38.80,1,842,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.61730,Mandel and Agol (2002 ApJ 580 171),,,003/003836/003836375/dv/kplr003836375-20160209194854_dvr.pdf,003/003836/003836375/dv/kplr003836375-001-20160209194854_dvs.pdf,5663.00,4.530,0.2100,0.9150,1.0340,,q1_q17_dr25_stellar,286.926390,38.921631,15.974,16.573,15.894,15.718,15.607,14.629,14.281,14.171,0.000,19.128356000,38.92060000,-2.91000,-3.71000,1.680000e-03,2.050000e-03,-6.5000,0.3100,6.5000,-6.6000,0.1800,6.6000
102,3838486,K00808.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,2.990254430,171.9834000,2455004.983,0,,0.0140,5.41400,,5.8920e+02,0.021279,0.17407,LS+MCMC,1.70,0.0367,89.81,918.0,168.45,4.349000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1054,0.6323,q1_q17_dr25_koi,4.4397860,35.4815060,48.50,1,454,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,003/003838/003838486/dv/kplr003838486-20160209194854_dvr.pdf,003/003838/003838486/dv/kplr003838486-001-20160209194854_dvs.pdf,4667.00,4.578,0.1000,0.7310,0.7370,,q1_q17_dr25_stellar,287.748810,38.929550,15.842,16.828,15.856,15.420,15.132,14.024,13.419,13.279,0.000,,,137.34000,-4.82000,-7.562000e-02,2.600000e-03,9.9150,-0.0510,9.9150,9.6880,0.0600,9.6880
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.594745374,170.6483505,2455003.648,0,,0.5140,1.96040,,1.5044e+04,0.115879,1.77544,LS+MCMC,11.30,0.0258,85.25,1539.0,1329.42,6.203000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2965,0.3342,q1_q17_dr25_koi,62.0351600,1015.9210000,1009.30,1,762,1,q1_q17_dr25_tce,01101111111111111000000000000000,1.00000,Mandel and Agol (2002 ApJ 580 171),,,003/003935/003935914/dv/kplr003935914-20160209194854_dvr.pdf,003/003935/003935914/dv/kplr003935914-001-20160209194854_dvs.pdf,5934.00,4.491,-0.3800,0.8930,0.9010,,q1_q17_dr25_stellar,285.213810,39.027481,15.530,16.028,15.490,15.316,15.200,14.350,13.941,13.917,0.000,19.014246600,39.02734610,-0.31000,-0.48200,-9.000000e-04,6.000000e-04,0.0090,-0.0040,0.0100,0.0240,0.0130,0.0270
104,3940418,K00810.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.783002698,170.5084340,2455003.508,0,,0.0030,2.33500,,1.0087e+03,0.028315,3.45234,LS+MCMC,2.50,0.0535,89.99,886.0,145.48,16.102000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1860,0.5256,q1_q17_dr25_koi,7.2522210,57.6382330,70.60,1,281,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.57460,Mandel and Agol (2002 ApJ 580 171),,,003/003940/003940418/dv/kplr003940418-20160209194854_dvr.pdf,003/003940/003940418/dv/kplr003940418-001-20160209194854_dvs.pdf,5170.00,4.574,0.1800,0.8070,0.8910,,q1_q17_dr25_stellar,287.093990,39.060719,15.119,15.847,15.037,14.808,14.681,13.643,13.232,13.203,0.282,19.139604700,39.06076200,0.20000,0.15000,-2.200000e-04,2.000000e-05,0.0340,0.0010,0.0340,0.0580,0.2390,0.2500
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.505889210,181.4342800,2455014.434,0,,0.2600,4.05950,,2.1055e+03,0.041039,2.64998,LS+MCMC,3.41,0.1326,89.62,518.0,17.06,38.910000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1530,0.5684,q1_q17_dr25_koi,12.8270030,70.7299040,78.50,1,69,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.01060,Mandel and Agol (2002 ApJ 580 171),,,004/004049/004049131/dv/kplr004049131-20160209194854_dvr.pdf,004/004049/004049131/dv/kplr004049131-001-20160209194854_dvs.pdf,4905.00,4.544,-0.0400,0.7610,0.7390,,q1_q17_dr25_stellar,289.315430,39.153278,15.398,16.241,15.343,15.036,14.877,13.842,13.251,13.216,0.722,19.287694800,39.15325100,-0.05000,-0.10000,1.300000e-04,1.000000e-04,-0.0460,0.0100,0.0470,0.0040,0.1080,0.1080
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.340218842,171.9790620,2455004.979,0,,0.4660,1.91040,,1.6326e+03,0.037683,3.23586,LS+MCMC,2.03,0.0348,87.85,656.0,43.73,12.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4175,0.2365,q1_q17_dr25_koi,8.7772860,58.1810760,71.60,4,398,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.47760,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-001-20160209194854_dvs.pdf,3950.00,4.754,-0.4600,0.4930,0.5020,,q1_q17_dr25_stellar,286.079130,39.278320,15.954,17.187,15.978,15.425,15.103,13.952,13.278,13.116,0.058,19.071927300,39.27833300,-0.59000,0.05000,5.300000e-04,-1.300000e-04,0.0260,0.0500,0.0600,-0.1500,-0.0390,0.1540
107,5287983,K00828.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,2.507089906,171.0024550,2455004.002,0,,1.2550,2.00670,,1.3392e+03,0.295115,0.11003,LS+MCMC,30.26,0.0365,67.79,1326.0,730.47,3.320000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2868,0.3588,q1_q17_dr25_koi,7.3375250,50.6792560,64.90,1,408,1,q1_q17_dr25_tce,01111011101110111000000000000000,0.88700,Mandel and Agol (2002 ApJ 580 171),,,005/005287/005287983/dv/kplr005287983-20160209194854_dvr.pdf,005/005287/005287983/dv/kplr005287983-001-20160209194854_dvs.pdf,5926.00,4.506,-0.0400,0.9390,1.0300,,q1_q17_dr25_stellar,295.378050,40.493401,15.555,16.109,15.512,15.317,15.284,14.300,13.958,13.912,0.000,19.691921900,40.49466700,2.13000,4.56000,-2.000000e-03,-5.000000e-03,1.4890,2.9170,3.2750,1.5990,2.8300,3.2510
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.649327280,174.7710000,2455007.771,0,,0.0800,4.40560,,8.9360e+02,0.027096,1.97596,LS+MCMC,3.12,0.1390,89.86,701.0,57.13,33.120000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2555,0.4191,q1_q17_dr25_koi,7.8710790,36.0001140,46.10,3,71,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.06830,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,005/005358/005358241/dv/kplr005358241-001-20160209194854_dvs.pdf,5775.00,4.405,0.1600,1.0530,1.0260,,q1_q17_dr25_stellar,290.461760,40.562462,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.000,19.364114800,40.56251200,-0.13000,0.19000,-6.800000e-04,4.100000e-04,0.4200,-0.3700,0.5600,0.1400,0.1000,0.1700
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_CROWDED,4.901449760,138.6054800,2454971.605,0,,0.5290,4.16540,,1.4070e+02,0.011136,0.37090,LS+MCMC,1.70,0.0586,86.10,1262.0,598.74,7.780000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2570,0.4213,q1_q17_dr25_koi,5.7432810,33.1858940,50.60,4,193,3,q1_q17_dr25_tce,11111101110111011000000000000000,0.04640,Mandel and Agol (2002 ApJ 580 171),,,010/010875/010875245/dv/kplr010875245-20160209194854_dvr.pdf,010/010875/010875245/dv/kplr010875245-003-20160209194854_dvs.pdf,5847.00,4.191,0.2600,1.4020,1.1130,,q1_q17_dr25_stellar,297.028260,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.060,0.054,19.801890400,48.20869300,0.26000,0.30000,-5.600000e-05,-1.200000e-05,-0.5700,-0.1500,0.5900,-0.7000,0.0000,0.7000
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.751921010,138.7860800,2454971.786,0,,0.9490,4.79300,,4.1800e+02,0.024042,0.04400,LS+MCMC,2.76,0.0902,80.97,870.0,135.66,6.050000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2555,0.4191,q1_q17_dr25_koi,4.4869766,24.2586440,28.50,3,132,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.38940,Mandel and Agol (2002 ApJ 580 171),,,005/005358/005358241/dv/kplr005358241-20160209194854_dvr.pdf,005/005358/005358241/dv/kplr005358241-003-20160209194854_dvs.pdf,5775.00,4.405,0.1600,1.0530,1.0260,,q1_q17_dr25_stellar,290.461760,40.562462,15.386,15.867,15.354,15.179,15.139,14.252,13.906,13.807,0.482,19.364104000,40.56260000,-0.58000,0.50000,-1.300000e-04,6.000000e-05,0.1600,0.0300,0.1600,-0.0600,0.4100,0.4200
